; Rank;Company;Country;Sales;Assets;Market Value;Sector;Industry;Snippet
989;990;Universal Health;United States;09. Aug;10. Mrz;11. Sep;Health Care;Healthcare Services;12 Zeilen · Universal Health Realtyome Trust Aktie Dividendenprofil Kurs : 72.19 USD (geschätzte) …
990;991;Mediatek;Taiwan;08. Mai;11. Mai;11. Jan;Information Technology;Semiconductors;MediaTek Inc. ist ein taiwanischer fabrikloser Hersteller von meist auf ARM-Architektur basierenden Mikrocontrollern u. a. für optische Laufwerke, Smartphones, Tablets, Fernseher, Set-Top-Boxen, GPS-Empfänger, WLAN-Router und Bluetooth-…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtMediaTek Inc. ist ein taiwanischer fabrikloser Hersteller von meist auf ARM-Architektur basierenden Mikrocontrollern u. a. für optische Laufwerke, Smartphones, Tablets, Fernseher, Set-Top-Boxen, GPS-Empfänger, WLAN-Router und Bluetooth-Geräte.
991;992;Singapore Airlines;Singapore;10. Aug;17;08. Apr;Industrials;Airline;https://www.singaporeair.comBook flight tickets from Singapore to international destinations with Singapore Airlines. Plan your holiday with our latest travel deals and promotions.
992;993;Banco BTG Pactual Participations;Bermuda;05. Mrz;59.4;05. Jul;;;NaN
993;994;Suntory Beverage & Food;Japan;13;11. Jul;13. Mrz;Consumer Staples;;NaN
994;995;Shanghai Pharmaceuticals;China;18. Jan;11. Sep;09. Jan;Health Care;Drug Retail;NaN
995;996;Netflix;United States;08. Aug;13. Jun;61.6;Consumer Discretionary;Internet & Catalog Retail;https://www.netflix.com/deNetflix unterstützt die Prinzipien der Digital Advertising Alliance. Erfahren Sie mehr über unsere Verwendung von Cookies und Informationen. Indem Sie auf „Akzeptieren“ klicken, akzeptieren Sie die Verwendung aller Cookies und Ihrer Informationen für die oben genannten Zwecke. Netflix und Drittanbieter verwenden Cookies .
996;997;CGI Group;Canada;08. Jan;08. Jun;14. Jan;Information Technology;Computer Services;CGI Inc. ist ein kanadischer multinationaler IT-Dienstleister mit Hauptsitz in Montreal, Kanada. Das Unternehmen wurde 1976 in Québec von Serge Godin und André Imbeau gegründet und wird bis heute durch Serge Godin geführt. CGI ist spezia…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtCGI Inc. ist ein kanadischer multinationaler IT-Dienstleister mit Hauptsitz in Montreal, Kanada. Das Unternehmen wurde 1976 in Québec von Serge Godin und André Imbeau gegründet und wird bis heute durch Serge Godin geführt. CGI ist spezialisiert auf Management- und Technologieconsulting, Systemintegration sowie Infrastruktur- und Business Process-Outsourcing und Application Management.
997;998;Gap;United States;15. Mai;07. Jun;09. Jun;Consumer Discretionary;Apparel/Footwear Retail;https://www.zalando.de/gapMode der Marke GAP mit Pfiff für Sie und Ihn. Das Kultlabel für klassische Everyday-Looks . Jetzt Kleidung der Marke GAP bei Zalando entdecken
998;999;Hankyu Hanshin Holdings;Japan;06. Sep;19. Aug;08. Feb;Industrials;Railroads;NaN
999;1000;Dr Pepper Snapple Group;United States;06. Apr;09. Aug;17. Jul;Consumer Staples;Beverages;Die Dr Pepper Snapple Group Inc. ist ein US-amerikanisches Unternehmen der Getränkeindustrie mit Sitz in Plano.
1000;1001;Cincinnati Financial;United States;05. Mai;20. Aug;11. Jun;Financials;Diversified Insurance;19 Zeilen · 18.06.2020 · Hier erhalten Sie eine Übersicht über die Dividendenzahlung und …
1001;1002;Dongbu Insurance;South Korea;12. Apr;36.5;04. Jan;Financials;Property & Casualty Insurance;NaN
1002;1003;Power Assets Holdings;Hong Kong;0.166;16. Jul;18. Sep;Utilities;Electric Utilities;31 Zeilen · Power Assets Holdings Limited: 48,650: 0,400 +0,83%: 2.169.699: 0016.HK: Sun Hung …
1003;1004;Bank of East Asia;Hong Kong;03. Mrz;98.8;11. Feb;Financials;Regional Banks;Das Unternehmen Bank of East Asia (chinesisch 東亞銀行), SEHK: 0023, abgekürzt BEA ist die größte unabhängige Bank in Hongkong. Die Bank wurde 1918 in Hongkong gegründet. Das Unternehmen besitzt eine Marktkapitalisierung von rund 2,5 Milliarden US-Dollar (2006) und … Das Unternehmen Bank of East Asia (chinesisch 東亞銀行), SEHK: 0023, abgekürzt BEA ist die größte unabhängige Bank in Hongkong. Die Bank wurde 1918 in Hongkong gegründet. Das Unternehmen besitzt eine Marktkapitalisierung von rund 2,5 Milliarden US-Dollar (2006) und ist im Hang Seng Index gelistet.
1004;1005;Harris;United States;07. Mrz;11. Jun;13. Jul;Information Technology;Communications Equipment;NaN
1005;1006;YPF;Argentina;14. Feb;26. Jun;09. Sep;Energy;;NaN
1006;1007;Finatis;France;40.7;46;0.292;Consumer Staples;Food Retail;Finatis ist ein französisches Unternehmen mit Firmensitz in Paris. Das Unternehmen ist mittels Beteiligungen über Tochtergesellschaften Betreiber von Lebensmitteleinzelhändlern in Frankreich und international. Zum Betriebsportfolio gehören Discounter, Supermärkte und SB … Finatis ist ein französisches Unternehmen mit Firmensitz in Paris. Das Unternehmen ist mittels Beteiligungen über Tochtergesellschaften Betreiber von Lebensmitteleinzelhändlern in Frankreich und international. Zum Betriebsportfolio gehören Discounter, Supermärkte und SB-Warenhäuser. Zudem ist Finatis auch in Frankreich und Polen am Handel mit Sportartikeln beteiligt. Finatis bietet Immobilien- und Finanzdienstleistungen verschiedener Art für seine Kunden an. Finatis ist unter anderem am französi... +
1007;1008;Nielsen;United States;06. Mrz;15. Jul;14. Sep;;;https://de.computermobilepanel.nielsen.comBy participating in Nielsen research, you can improve products and services you use online today. Nielsen Computer and Mobile Panel combines your unique internet usage with people like you to build a picture of internet behavior. By using the internet as you do every day, we invite you to make a difference - and you can earn rewards!
1008;1009;Novolipetsk Steel;Russia;07. Jun;10. Feb;11. Jun;Materials;Iron & Steel;29 Zeilen · 04.06.2021 · lll Aktuelle DIVIDENDE von Novolipetsk Steel ADR Dividende, Splitt & …
1009;1010;Kuwait Finance House;Kuwait;03. Jan;54;10. Jan;Financials;Regional Banks;Kuwait Finance House Best Islamic Bank in the world بيت التمويل الكويتي Follow us for the updates - Call Center 1803333 - Email social@kfh.com #KFHRamadan
1010;1011;China Grand Automotive Services;China;18;16. Mrz;07. Apr;Consumer Discretionary;;NaN
1011;1012;EnBW-Energie Baden;Germany;21. Apr;43.1;06. Mai;Utilities;Electric Utilities;https://www.enbw.comDie EnBW Energie Baden-Württemberg AG ist eines der größten Energieversorgungs­unternehmen in Deutschland. Täglich versorgt der Konzern 5,5 Millionen Kunden mit günstigem Strom, Gas und Wasser. Strom zu Top-Konditionen. Unsere Stromtarife sind preiswert, umweltfreundlich und so flexibel wie Ihr Leben. Finden Sie Ihren idealen Stromtarif ; Jetzt Stromanbieter wechseln; Gas – günstig ...
1012;1013;Dubai Islamic Bank;United Arab Emirates;02. Mrz;47.6;07. Aug;Financials;Regional Banks;To be the leading Islamic Bank providing Shari’a compliant financial services, by creating value for all stakeholders.
1013;1014;Hikvision;China;04. Mai;05. Mai;28. Sep;Information Technology;Electronics;https://www.hikvision.com/deHikvision HeatPro Wärmebildkameras. Professionelle Überwachung einfach zu realisieren. HikCentral Professional. Vielfältige Sicherheit in einer Plattform. DeepinView Netzwerkkameras. Intelligente Funktionen. 5-Jahre Garantie - Wir stehen zu unserer Qualität. Erweiterte Garantie gültig für ausgewählte Produkte. Bildungswesen.
1014;1015;Navient;United States;5;121.1;04. Mrz;Financials;;Navient ist ein US-amerikanischer Anbieter von Studienkrediten, der mit einer Summe von 300 Milliarden US-Dollar etwa 25 % der Studienkredite in den Vereinigten Staaten verwaltet. Das Unternehmen ist Teil der S&P 500. Navient entstand 2014 au…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtNavient ist ein US-amerikanischer Anbieter von Studienkrediten, der mit einer Summe von 300 Milliarden US-Dollar etwa 25 % der Studienkredite in den Vereinigten Staaten verwaltet. Das Unternehmen ist Teil der S&P 500. Navient entstand 2014 aus der Studienkredit-Sparte von Sallie Mae, das seinen Fokus auf das Privatkunden-Banking verlagerte.
1015;1016;South32;Australia;6;14. Jan;11. Jun;Materials;;South32 ist ein australisches Montanunternehmen. Das im westaustralischen Perth ansässige Unternehmen entstand 2015 durch eine Abspaltung von BHP Billiton. Hierbei gingen unter anderem große Teile des Aluminium-, Mangan- und Nickelgeschäfts auf South32 über.
1016;1017;Tokyo Electron;Japan;06. Mai;07. Jun;18. Jan;Information Technology;Semiconductors;Tokyo Electron Limited ist ein japanisches Unternehmen mit Firmensitz in Tokio. Das Unternehmen stellt Maschinen für die Halbleiterindustrie und die Fertigung von Flachbildschirmen her. Darüber hinaus ist Toky…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtTokyo Electron Limited ist ein japanisches Unternehmen mit Firmensitz in Tokio. Das Unternehmen stellt Maschinen für die Halbleiterindustrie und die Fertigung von Flachbildschirmen her. Darüber hinaus ist Tokyo Electron in den Bereichen Computernetzwerke, Vertrieb von elektronischen Bauteilen und der ASIC-Entwicklung tätig.
1017;1018;BDO Unibank;Philippines;02. Jun;46.8;10. Feb;Financials;;Die BDO Unibank Inc., bekannt auch unter der Bezeichnung Banco de Oro, ist die größte Bank auf den Philippinen und hat ihren Sitz in Makati. Die Aktien der Bank werden an der philippinischen Börse gehandelt.
1018;1019;Kohl's;United States;18. Jul;13. Jun;06. Aug;Consumer Discretionary;Department Stores;KOHLS Maschinenbau GmbH ist spezialisiert auf die Planung und den Bau von Maschinen und Vorrichtungen für den Transformatorenbau. Besondere Produkte sind Bandagiermaschinen für Trafokerne, Schwerlast-Transporter in flacher Bauweise zum Bewegen großer Lasten und Legemaschinen für Trafoblech-Stapel und E-Kerne mit Step Lap (E-Stacker).
1019;1020;MTN Group;South Africa;10. Jan;19. Jun;16. Jun;Telecommunication Services;Telecommunications services;https://www.sercoo-group.deDie SERCOO Group bietet individuelle Komplett-Serviceleistungen für die Energie-und Transportbranche sowie für Industrie, Handel und Automotive.Zur 2014 gegründeten Unternehmens-gruppe gehören die Unternehmen MT-Energie Service, Pro2 Anlagenservice, BÜCKER + ESSING, BE TURBO und die Deutsche Turbo. Wir verstehen uns als unternehmerisch denkender Servicepartner für unsere …
1020;1021;WW Grainger;United States;10. Jan;05. Jul;13. Mai;Industrials;Electrical Equipment;W. W. Grainger ist eine Kapitalgesellschaft in der Form einer public company in den Vereinigten Staaten. Das Unternehmen handelt mit Industriebedarfsgütern und ist im Aktienindex der größten US-Unternehmen gelistet.
1021;1022;Severstal;Russia;05. Sep;06. Jul;12. Mrz;Materials;Iron & Steel;https://www.finanzen.net/aktien/severstal-aktie09.06.2021 · Severstal ist ein Unternehmen aus der Branche Stahl- / Metallindustrie aus Russland. Unternehmen aus der Peer Group von Severstal sind Magnitogorsk Iron & Steel Works, Novolipetsk …
1022;1023;Sun Pharma Industries;India;04. Jun;09. Jan;24. Sep;Health Care;Pharmaceuticals;NaN
1023;1024;Weichai Power;China;13. Sep;24. Jan;7;Industrials;Heavy Equipment;9 Zeilen · 04.06.2020 · Hier erhalten Sie eine Übersicht über die Dividendenzahlung und …
1024;1025;Arrow Electronics;United States;23. Aug;14. Feb;06. Mrz;Information Technology;Electronics;https://www.arrow.deArrow Electronics ist ein globaler Anbieter von Produkten, Diensten und Lösungen für industrielle und gewerbliche Anwender elektronischer Bauteile und Enterprise-Computing-Lösungen. Arrow bietet seinen Kunden außerordentlichen Wert, denn diese erhalten die richtige Technik am richtigen Ort zum richtigen Zeitpunkt und zum richtigen Preis.
1025;1026;Grupa PZU;Poland;06. Apr;29. Aug;08. Jan;Financials;Property & Casualty Insurance;Powszechny Zakład Ubezpieczeń ist ein börsennotierter polnischer Versicherungs- und Finanzdienstleistungskonzern mit Sitz im PZU Tower in Warschau. Die Wurzeln des Unternehmens reichen bis ins Jahr 1803 zurück, als die erste Versicher…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtPowszechny Zakład Ubezpieczeń ist ein börsennotierter polnischer Versicherungs- und Finanzdienstleistungskonzern mit Sitz im PZU Tower in Warschau. Die Wurzeln des Unternehmens reichen bis ins Jahr 1803 zurück, als die erste Versicherung auf polnischem Boden gegründet wurde. 1952 wurde ihr in der Volksrepublik Polen das Monopol zuerkannt.
1026;1027;PTT Global Chemical;Thailand;09. Sep;11;09. Mai;Materials;Diversified Chemicals;https://www.finanzen.net/aktien/ptt_global_chemical-aktie11.06.2021 · PTT Global Chemical Public Company Ltd. Non-Voting Depository Receipts ist ein Unternehmen aus Thailand.
1027;1028;Bank Leumi;Israel;03. Sep;114;06. Jul;Financials;Major Banks;Bank Leumi (hebräisch בַּנְק לְאֻמִּי Bank Lə'ummī, deutsch ‚Nationale Bank‘, Plene בנק לאומי; Aussprache: Le-umí) ist die traditionsreichste israelische Bank. Das Unternehmen ist im TA-100 Index an der Tel Aviv Stock Exchange gelistet.
1028;1029;China Resources Pharmaceutical Group;Hong Kong;20. Feb;17. Mrz;07. Mrz;Health Care;;https://www.presseportal.de/pm/156367/493330705.06.2021 · CR PHARMA COMM ist ein großer Pharmahändler und eine hundertprozentige Tochtergesellschaft der China Resources Pharmaceutical Group Limited. Innerhalb der Pharmabranche ist das Unternehmen ...
1029;1030;Geely Automobile Holdings;Hong Kong;8;09. Jul;12. Jul;;;9 Zeilen · 05.06.2020 · Hier erhalten Sie eine Übersicht über die Dividendenzahlung und …
1030;1031;Insurance Australia Group;Australia;06. Jul;21. Feb;10. Jun;Financials;Property & Casualty Insurance;Insurance Australia Group (IAG) ist ein australisches Unternehmen mit Firmensitz in Sydney. Das Unternehmen ist im Aktienindex S&P/ASX 50 gelistet. Insurance Australia Group entstand 2000 aus der Ausgliederung eines Unternehmensteils des australischen Unternehmens NRMA. Das … Insurance Australia Group (IAG) ist ein australisches Unternehmen mit Firmensitz in Sydney. Das Unternehmen ist im Aktienindex S&P/ASX 50 gelistet. Insurance Australia Group entstand 2000 aus der Ausgliederung eines Unternehmensteils des australischen Unternehmens NRMA. Das Unternehmen bietet Versicherungen verschiedener Art für seine Kunden vorwiegend in Australien, Neuseeland und Südostasien an.
1031;1032;E-Trade Financial;United States;2;49.5;09. Jun;Financials;Investment Services;Welcome to E*TRADE. Follow us for financial insights, commentary, product news and educational events. Disclosure: http://bit.ly/2hTtXQR
1032;1033;Nintendo;Japan;03. Jun;12. Mai;32.8;Consumer Discretionary;Consumer Electronics;https://www.nintendo.deEntdecken Sie Nintendo Switch, Nintendo 2DS & 3DS, Wii U und amiibo. Finden Sie Infos zu Nintendo-Spielen, My Nintendo und zu Ihren Nintendo-Systemen.
1033;1034;Stora Enso;Finland;10. Aug;13;09. Mai;Materials;Paper & Paper Products;https://www.storaenso.com/de-deAls Teil der Bioökonomie zählt Stora Enso zu den weltweit führenden Anbietern nachhaltiger Lösungen für die Bereiche Verpackung, Biomaterialien, Holzbau und Papier. Stora Enso beschäftigt rund 23 000 MitarbeiterInnen und vertreibt ihr Portfolio in mehr als 50 Ländern. Die Aktien des Unternehmens werden an den Wertpapierbörsen von Helsinki (STEAV, STERV) und Stockholm (STE A, STE R) gehandelt.
1034;1035;BBMG;China;06. Sep;30;08. Sep;Materials;Construction Materials;Die Beitragsbemessungsgrenze ist eine Rechengröße im deutschen Sozialversicherungsrecht. Sie bestimmt, bis zu welchem Betrag die beitragspflichtigen Einnahmen von gesetzlich Versicherten für die Beitragsberechnung der gesetzlichen Sozialversicherung herangezogen werden. Der Teil … Die Beitragsbemessungsgrenze ist eine Rechengröße im deutschen Sozialversicherungsrecht. Sie bestimmt, bis zu welchem Betrag die beitragspflichtigen Einnahmen von gesetzlich Versicherten für die Beitragsberechnung der gesetzlichen Sozialversicherung herangezogen werden. Der Teil der Einnahmen, der die jeweilige Grenze übersteigt, bleibt für die Beitragsberechnung außer Betracht.
1035;1036;Seagate Technology;Ireland;10. Sep;08. Jun;13. Aug;Information Technology;Computer Storage Devices;https://www.seagate.com/de/deMehr als 40 Jahre Erfahrung in der Speicherbranche von Seagate sind in einen zentralen Technologie-Stack eingeflossen, der Unternehmen kostengünstige Hyperscale-Leistung bietet und effiziente Architekturen für Software-, CPU-, System- und Geräteinnovationen ermöglicht. Beschleunigen Sie die Einführung führender Technologien, sobald diese auf den Markt kommen, damit Ihr Unternehmen …
